Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Crop Yield
28.17,50.1,57.67,Sandy,Cotton,14,0,6,17-17-17,1240
35.81,76.09,24.48,Red,Paddy,10,0,37,DAP,5239
38.04,62.28,44.38,Clayey,Pulses,12,3,24,Urea,1593
31.55,53.02,39.4,Clayey,Cotton,8,0,16,Urea,1801
29.14,59.77,42.79,Clayey,Barley,38,0,0,10-26-26,2585
34.31,63.01,44.96,Black,Tobacco,37,0,3,DAP,1524
27.54,58.58,30.71,Black,Tobacco,43,1,2,DAP,2085
27.92,52.23,46.52,Sandy,Tobacco,38,0,0,28-28,1845
24.6,51.17,29.76,Clayey,Wheat,32,3,0,17-17-17,2976
28.87,57.65,56.9,Black,Barley,11,16,14,28-28,2942
28.85,58.79,66.37,Sandy,Cotton,10,12,30,10-26-26,1378
33.72,61.76,45.98,Clayey,Maize,13,0,38,10-26-26,4931
30.63,60.56,22.33,Black,Maize,40,0,4,Urea,3746
27.05,50.1,30.22,Sandy,Maize,38,0,2,14-35-14,4281
22.79,59.47,28.56,Sandy,Millets,37,0,0,10-26-26,2979
38.77,55.67,55.59,Clayey,Paddy,14,18,11,DAP,4111
28.8,49.98,58.83,Black,Sugarcane,14,10,17,20-20,9847
27.76,65.79,45.56,Loamy,Ground Nuts,12,15,15,14-35-14,2954
22.48,53.68,29.96,Clayey,Millets,18,17,10,10-26-26,2506
32.73,55.44,47.85,Clayey,Ground Nuts,45,1,3,10-26-26,2121
24.2,41.69,33.6,Red,Ground Nuts,19,13,13,10-26-26,1805
30.17,59.06,40.76,Loamy,Cotton,12,2,41,14-35-14,1937
40.0,67.75,57.85,Loamy,Barley,10,11,24,DAP,2963
38.33,58.9,40.27,Clayey,Cotton,41,1,0,14-35-14,1484
26.86,46.9,28.95,Clayey,Wheat,11,14,32,10-26-26,3310
25.56,61.54,26.89,Sandy,Tobacco,36,3,0,28-28,1610
26.54,45.74,70.0,Red,Tobacco,33,0,0,14-35-14,1930
29.36,52.93,54.82,Red,Oil seeds,7,0,18,DAP,2516
24.44,46.56,30.45,Red,Ground Nuts,6,16,17,20-20,2448
27.95,69.26,31.79,Red,Ground Nuts,0,15,18,10-26-26,2140
37.22,64.38,63.58,Red,Tobacco,6,0,11,DAP,1708
30.57,47.43,58.26,Sandy,Ground Nuts,11,0,8,20-20,1530
24.1,63.6,25.87,Clayey,Sugarcane,9,3,9,14-35-14,6161
37.79,62.57,61.86,Clayey,Sugarcane,13,1,41,20-20,7000
30.33,55.01,27.78,Loamy,Tobacco,26,0,19,20-20,2261
28.18,65.54,54.63,Clayey,Millets,12,19,12,Urea,2323
24.23,58.48,50.97,Red,Tobacco,30,0,0,14-35-14,2217
31.35,68.81,41.39,Black,Oil seeds,13,0,36,20-20,1791
35.83,76.88,66.33,Red,Sugarcane,13,0,40,14-35-14,9544
33.04,56.04,63.33,Black,Maize,10,3,13,Urea,3719
36.49,74.83,63.59,Red,Sugarcane,37,3,0,28-28,8263
30.11,48.12,54.43,Red,Maize,6,2,15,28-28,4401
20.3,44.44,41.86,Loamy,Pulses,20,4,18,14-35-14,1726
32.82,65.38,24.04,Red,Ground Nuts,39,4,0,28-28,2451
32.87,59.11,59.71,Clayey,Sugarcane,10,0,14,Urea,8923
30.81,51.96,35.61,Loamy,Millets,15,9,17,20-20,2535
38.65,71.63,59.06,Sandy,Tobacco,6,6,30,20-20,2097
32.86,68.29,37.77,Black,Maize,18,2,32,Urea,3849
22.72,50.47,51.87,Black,Sugarcane,9,17,11,DAP,7345
27.14,58.79,66.42,Sandy,Tobacco,5,7,33,DAP,1899
32.33,74.41,49.11,Loamy,Ground Nuts,43,0,3,14-35-14,1619
31.57,59.49,44.41,Loamy,Wheat,33,0,0,10-26-26,2744
33.92,70.37,55.46,Sandy,Cotton,24,0,17,17-17-17,1457
23.64,54.21,33.68,Clayey,Barley,30,1,0,Urea,2483
26.46,60.34,48.97,Red,Tobacco,8,10,26,DAP,1762
35.48,68.25,34.7,Clayey,Wheat,14,2,13,14-35-14,2890
40.0,80.0,56.82,Red,Tobacco,43,0,0,10-26-26,2376
29.3,44.76,52.52,Red,Paddy,7,0,11,17-17-17,5627
31.85,56.67,68.54,Sandy,Sugarcane,10,11,15,10-26-26,6557
37.34,56.16,66.28,Loamy,Ground Nuts,9,4,17,DAP,2696
39.21,74.83,33.14,Sandy,Wheat,11,10,28,14-35-14,3415
35.11,67.52,40.53,Black,Paddy,9,1,36,DAP,4932
30.26,42.39,34.0,Black,Wheat,20,1,22,28-28,2714
27.72,47.55,65.62,Sandy,Wheat,40,0,0,17-17-17,3062
37.43,61.49,29.07,Red,Pulses,10,2,11,28-28,1954
39.16,75.73,34.03,Black,Sugarcane,12,3,31,14-35-14,9214
29.62,57.58,56.91,Clayey,Pulses,12,17,13,28-28,1323
32.11,68.19,40.77,Clayey,Paddy,8,0,8,DAP,4351
33.45,64.37,58.6,Loamy,Millets,11,11,14,14-35-14,2292
32.97,58.85,60.26,Black,Paddy,36,0,0,20-20,5831
34.98,59.82,34.18,Loamy,Millets,8,1,42,DAP,2625
23.6,46.17,50.36,Red,Cotton,8,10,10,14-35-14,1845
28.85,45.61,27.28,Clayey,Millets,39,2,2,DAP,2616
24.76,45.87,45.72,Clayey,Tobacco,37,3,0,28-28,1523
38.26,65.76,29.84,Black,Pulses,23,0,22,DAP,1302
36.67,66.99,57.65,Clayey,Pulses,35,0,0,Urea,1778
32.15,59.62,52.44,Red,Wheat,10,1,39,28-28,3360
40.0,71.5,35.55,Loamy,Tobacco,9,9,28,10-26-26,1623
31.55,52.46,20.0,Sandy,Sugarcane,9,4,42,17-17-17,8200
25.85,47.66,44.43,Clayey,Ground Nuts,25,3,20,10-26-26,1741
29.09,53.7,30.89,Red,Sugarcane,45,0,0,Urea,7022
35.09,73.25,64.96,Red,Paddy,22,1,15,20-20,4351
36.28,57.76,50.83,Clayey,Pulses,26,0,23,10-26-26,2226
31.96,62.45,49.67,Sandy,Tobacco,15,2,10,Urea,2309
36.03,68.01,34.95,Red,Barley,22,0,22,20-20,2372
31.63,56.04,35.55,Red,Oil seeds,14,0,34,28-28,2319
37.72,53.18,50.18,Red,Millets,10,0,36,Urea,1668
34.19,58.06,70.0,Loamy,Paddy,12,13,11,10-26-26,4894
24.85,44.22,44.43,Black,Ground Nuts,19,0,22,10-26-26,1780
26.79,51.89,45.51,Sandy,Maize,28,4,21,14-35-14,3750
28.9,48.82,25.28,Red,Tobacco,7,8,31,28-28,2117
32.48,55.58,37.82,Loamy,Oil seeds,13,1,33,20-20,2524
29.28,54.11,33.43,Loamy,Sugarcane,12,4,35,Urea,6782
23.96,52.37,25.81,Sandy,Maize,5,10,33,DAP,4061
36.64,64.68,42.16,Black,Wheat,33,0,4,Urea,2941
26.37,60.29,50.88,Black,Millets,34,0,1,14-35-14,1520
33.21,79.62,35.61,Loamy,Barley,13,1,34,Urea,2696
34.78,55.26,29.66,Black,Ground Nuts,9,0,38,10-26-26,1650
31.53,61.06,40.48,Black,Ground Nuts,41,1,0,28-28,2716
26.71,49.27,30.54,Sandy,Ground Nuts,11,2,45,28-28,2578
30.89,66.92,30.15,Black,Oil seeds,15,0,41,28-28,1565
25.99,57.23,60.76,Sandy,Ground Nuts,7,10,32,20-20,1866
35.33,63.38,24.82,Sandy,Oil seeds,10,0,39,17-17-17,2002
32.14,67.16,57.06,Clayey,Sugarcane,17,0,36,10-26-26,7644
26.59,52.74,51.85,Clayey,Tobacco,11,0,32,28-28,1805
29.09,65.94,42.43,Loamy,Paddy,9,0,6,20-20,5542
33.4,72.33,23.7,Red,Tobacco,9,7,28,10-26-26,1872
24.53,59.27,42.34,Clayey,Sugarcane,27,0,28,28-28,8798
37.56,61.34,62.16,Black,Sugarcane,7,0,9,10-26-26,9382
24.83,54.28,62.54,Clayey,Maize,12,1,30,10-26-26,4999
29.19,47.17,37.7,Black,Ground Nuts,15,0,17,20-20,2858
35.36,66.71,31.57,Sandy,Wheat,20,0,28,Urea,2800
32.94,58.58,52.48,Red,Barley,13,4,34,10-26-26,2917
39.46,69.85,20.0,Red,Sugarcane,9,7,33,Urea,7310
29.13,62.34,26.54,Red,Wheat,2,12,15,17-17-17,2580
39.89,68.39,50.49,Black,Paddy,5,0,34,20-20,5933
23.49,45.84,58.18,Clayey,Wheat,38,0,0,Urea,2693
30.68,63.25,46.38,Black,Paddy,14,0,11,14-35-14,5591
24.41,56.8,34.97,Sandy,Cotton,23,1,15,14-35-14,1387
33.88,80.0,54.46,Black,Oil seeds,35,0,0,10-26-26,1662
27.17,69.52,47.69,Sandy,Maize,16,18,10,17-17-17,3056
35.51,72.18,36.2,Loamy,Maize,12,0,31,DAP,3806
32.08,55.08,52.81,Red,Ground Nuts,6,12,32,DAP,2690
35.09,72.5,46.73,Sandy,Barley,38,0,0,DAP,2427
29.74,48.18,62.44,Black,Tobacco,39,0,0,14-35-14,2034
28.54,63.37,52.98,Clayey,Sugarcane,3,12,27,17-17-17,6704
33.65,60.55,62.52,Black,Tobacco,9,0,14,Urea,1823
31.89,59.31,30.26,Red,Millets,16,0,11,28-28,1623
27.42,62.06,43.64,Clayey,Maize,20,3,20,17-17-17,4825
34.32,59.44,33.94,Loamy,Cotton,25,0,23,DAP,1884
26.61,43.26,46.1,Clayey,Cotton,21,1,23,20-20,1454
32.76,48.27,44.77,Clayey,Millets,41,0,1,10-26-26,2186
29.58,56.08,67.27,Red,Cotton,9,0,34,10-26-26,1720
35.14,58.65,43.04,Sandy,Pulses,11,19,13,14-35-14,1262
29.99,52.36,48.22,Black,Pulses,16,0,39,17-17-17,1610
24.71,53.0,33.7,Sandy,Millets,12,3,26,14-35-14,1536
37.83,62.2,38.9,Red,Sugarcane,16,1,36,DAP,8204
29.62,67.51,41.82,Clayey,Wheat,39,2,2,28-28,3334
24.59,58.67,52.83,Sandy,Cotton,16,2,39,Urea,1782
38.92,59.35,41.61,Clayey,Cotton,11,2,10,28-28,1193
24.95,54.7,25.03,Sandy,Wheat,44,0,0,DAP,3119
34.84,66.6,26.52,Red,Ground Nuts,12,0,35,17-17-17,2680
24.75,49.42,45.06,Clayey,Cotton,8,13,11,20-20,1078
34.76,66.83,47.24,Clayey,Wheat,9,9,15,DAP,2940
34.36,59.48,61.29,Sandy,Maize,3,5,30,14-35-14,3570
33.1,52.18,63.48,Red,Wheat,6,5,33,20-20,3320
22.53,60.17,52.65,Loamy,Pulses,26,0,17,14-35-14,2295
33.29,57.7,37.44,Black,Millets,34,0,0,Urea,2596
26.95,62.85,63.53,Clayey,Oil seeds,10,0,38,Urea,2412
28.76,54.72,37.74,Red,Wheat,14,1,16,DAP,2638
26.27,49.13,21.16,Sandy,Ground Nuts,10,18,12,28-28,2369
31.58,66.26,59.62,Sandy,Paddy,38,0,1,DAP,4236
25.22,60.2,52.04,Clayey,Tobacco,37,1,0,14-35-14,2437
33.11,71.83,57.15,Loamy,Paddy,8,19,20,17-17-17,4914
29.94,62.39,35.14,Red,Tobacco,10,0,6,10-26-26,2409
25.72,60.71,43.46,Clayey,Wheat,27,2,20,28-28,2963
29.16,50.01,56.58,Clayey,Maize,12,11,30,14-35-14,4340
40.0,74.03,39.34,Loamy,Paddy,8,0,17,10-26-26,4362
27.65,55.35,34.36,Black,Pulses,37,3,0,14-35-14,1918
29.72,71.91,52.5,Red,Tobacco,4,4,28,Urea,2111
28.03,53.76,60.86,Sandy,Wheat,13,0,10,Urea,2790
29.86,59.28,62.62,Sandy,Maize,25,0,19,20-20,4745
32.86,62.77,31.22,Red,Oil seeds,38,1,0,10-26-26,1668
23.9,44.45,32.53,Red,Barley,15,4,39,10-26-26,2400
30.2,57.56,52.01,Loamy,Wheat,27,0,19,17-17-17,3400
26.86,61.34,45.62,Black,Oil seeds,18,3,17,10-26-26,2014
21.51,55.9,45.54,Clayey,Maize,22,3,22,28-28,3110
28.78,66.87,49.42,Clayey,Millets,10,0,40,10-26-26,2348
29.54,54.73,69.41,Loamy,Pulses,32,0,0,DAP,2160
35.77,58.62,25.35,Sandy,Oil seeds,26,1,17,20-20,2946
30.85,67.85,27.32,Loamy,Ground Nuts,33,3,0,20-20,1553
35.66,68.89,32.88,Red,Oil seeds,11,0,42,20-20,1572
30.37,61.22,43.8,Loamy,Paddy,3,18,17,Urea,4775
26.62,66.89,62.01,Red,Oil seeds,16,3,9,Urea,2800
33.88,72.42,32.65,Black,Ground Nuts,13,0,36,DAP,1715
40.0,79.99,35.61,Loamy,Sugarcane,7,0,38,10-26-26,8716
33.2,53.06,64.27,Sandy,Sugarcane,12,8,33,14-35-14,6862
27.05,50.17,43.61,Loamy,Millets,34,0,0,14-35-14,2673
25.34,51.56,38.67,Clayey,Barley,37,2,0,10-26-26,2301
34.03,61.12,35.57,Clayey,Cotton,8,1,40,10-26-26,1185
27.22,58.67,43.43,Red,Tobacco,20,0,18,14-35-14,2467
24.41,53.52,66.7,Black,Millets,42,3,1,14-35-14,2088
30.88,56.44,68.29,Sandy,Maize,12,0,10,20-20,3970
26.62,58.03,23.34,Sandy,Ground Nuts,13,0,37,20-20,2639
30.9,68.66,34.94,Clayey,Wheat,8,0,18,20-20,2591
32.61,63.84,45.4,Black,Sugarcane,21,2,14,10-26-26,8462
25.11,49.18,41.82,Red,Paddy,36,0,0,DAP,5405
31.05,52.85,37.01,Clayey,Sugarcane,15,2,38,17-17-17,9281
29.6,70.57,54.2,Black,Sugarcane,21,4,21,14-35-14,8628
23.25,48.93,24.15,Black,Oil seeds,39,0,0,Urea,1576
27.69,55.28,34.84,Clayey,Ground Nuts,35,1,0,10-26-26,2727
23.33,59.29,45.53,Loamy,Tobacco,25,3,16,20-20,2255
39.91,76.62,45.94,Red,Millets,40,0,0,20-20,2360
27.11,66.09,67.85,Black,Wheat,10,8,26,20-20,2755
27.18,59.42,53.2,Clayey,Pulses,12,11,26,Urea,1186
30.72,62.41,35.53,Sandy,Barley,34,0,0,14-35-14,2788
24.51,46.17,65.49,Sandy,Sugarcane,42,2,0,10-26-26,6699
35.48,55.43,28.66,Red,Millets,17,2,19,10-26-26,1555
33.63,71.51,43.87,Loamy,Tobacco,16,0,26,10-26-26,2198
35.39,65.38,54.92,Sandy,Paddy,17,0,40,10-26-26,5073
26.3,62.73,20.0,Black,Millets,10,4,43,10-26-26,2785
25.98,51.85,70.0,Black,Pulses,38,1,0,Urea,2415
28.26,50.41,34.56,Clayey,Barley,12,9,23,17-17-17,2989
35.36,69.36,54.93,Red,Oil seeds,16,4,40,14-35-14,2974
37.61,60.54,64.55,Loamy,Maize,22,2,20,28-28,4653
30.21,59.88,47.25,Loamy,Paddy,33,0,0,Urea,4457
35.04,69.99,33.2,Black,Pulses,34,2,2,17-17-17,2048
30.78,66.91,63.26,Loamy,Oil seeds,4,8,25,20-20,2264
30.9,52.93,43.05,Red,Millets,12,0,9,14-35-14,2878
38.8,74.45,38.5,Red,Ground Nuts,11,0,39,20-20,1995
29.07,73.52,52.71,Loamy,Millets,39,0,0,28-28,2717
29.8,52.93,39.95,Black,Sugarcane,18,2,19,DAP,7926
33.53,68.45,31.56,Red,Sugarcane,39,0,1,17-17-17,6549
35.43,73.21,53.28,Loamy,Wheat,42,4,0,10-26-26,3031
21.05,45.03,70.0,Red,Cotton,31,4,0,20-20,1115
27.48,47.09,27.89,Black,Cotton,39,2,4,Urea,1229
29.54,60.61,54.07,Loamy,Sugarcane,12,11,34,DAP,9908
38.11,69.4,54.47,Black,Wheat,23,0,23,14-35-14,2814
28.55,50.92,36.81,Sandy,Oil seeds,24,4,22,17-17-17,1533
35.38,55.86,42.48,Sandy,Pulses,12,8,11,17-17-17,2282
34.35,56.75,61.79,Black,Tobacco,12,14,11,28-28,2398
27.07,54.74,36.04,Red,Tobacco,5,2,16,Urea,1879
40.0,75.03,42.43,Black,Pulses,9,3,29,17-17-17,2066
26.28,48.37,65.31,Black,Millets,13,17,11,10-26-26,2941
36.48,63.87,20.37,Sandy,Sugarcane,34,0,0,Urea,8549
36.73,56.57,49.51,Red,Millets,11,2,11,10-26-26,2781
36.22,63.83,37.08,Red,Tobacco,11,1,41,17-17-17,2332
32.23,54.15,54.33,Red,Sugarcane,20,0,19,DAP,6881
40.0,74.84,47.75,Sandy,Cotton,35,1,0,14-35-14,1407
32.17,63.37,31.63,Red,Ground Nuts,37,0,0,20-20,2813
29.44,50.92,34.24,Loamy,Barley,36,0,0,20-20,2242
25.42,52.97,21.71,Red,Paddy,10,3,14,17-17-17,4239
29.19,61.81,48.68,Clayey,Sugarcane,7,1,8,17-17-17,8690
27.44,54.73,62.9,Clayey,Maize,8,2,5,28-28,4747
25.08,66.46,20.54,Clayey,Millets,9,3,41,28-28,1636
32.32,58.02,68.23,Sandy,Sugarcane,13,0,34,10-26-26,7213
28.86,61.44,55.03,Clayey,Sugarcane,12,14,18,20-20,9543
36.97,72.6,43.87,Sandy,Ground Nuts,39,0,0,14-35-14,1667
29.5,69.16,41.62,Loamy,Cotton,24,1,26,28-28,1197
31.36,52.48,65.81,Loamy,Cotton,7,10,30,17-17-17,1926
22.06,56.16,61.45,Red,Tobacco,11,0,16,14-35-14,1596
33.36,62.22,24.56,Sandy,Millets,8,2,39,10-26-26,2151
28.16,53.4,40.78,Sandy,Millets,13,0,17,20-20,2177
36.49,75.76,26.28,Black,Wheat,13,0,41,Urea,3226
37.5,64.03,58.94,Loamy,Oil seeds,12,0,8,17-17-17,2997
37.31,66.86,70.0,Red,Tobacco,14,3,38,28-28,1591
25.35,50.13,25.76,Red,Maize,5,8,26,10-26-26,4883
28.71,64.1,44.78,Loamy,Maize,8,0,11,14-35-14,3296
31.77,65.53,40.43,Black,Cotton,13,14,16,28-28,1698
30.79,63.59,37.55,Clayey,Millets,19,0,25,20-20,2628
26.02,48.46,37.47,Loamy,Ground Nuts,38,2,3,28-28,2670
29.34,72.39,39.94,Red,Cotton,24,2,16,17-17-17,1193
36.2,58.84,44.43,Clayey,Millets,6,0,36,10-26-26,2394
35.97,56.08,39.97,Black,Sugarcane,24,0,28,14-35-14,6385
21.93,47.19,41.85,Loamy,Oil seeds,20,0,23,20-20,2155
36.44,69.49,70.0,Loamy,Ground Nuts,12,2,40,20-20,2628
28.5,65.5,63.01,Loamy,Oil seeds,14,0,36,Urea,2019
28.75,45.15,32.3,Clayey,Sugarcane,4,14,15,20-20,8436
31.11,63.86,68.38,Loamy,Paddy,12,1,42,14-35-14,5126
26.43,45.04,30.14,Black,Sugarcane,10,2,43,DAP,9604
29.0,73.39,38.46,Clayey,Wheat,35,0,0,Urea,3419
37.55,62.6,24.11,Sandy,Paddy,10,0,37,10-26-26,5341
26.18,47.19,39.82,Loamy,Barley,33,0,0,DAP,2215
33.14,68.2,49.7,Clayey,Paddy,11,12,26,17-17-17,5279
27.37,46.45,46.45,Clayey,Cotton,6,14,10,DAP,1903
30.82,56.86,48.67,Black,Pulses,1,4,24,14-35-14,1406
31.92,67.01,48.12,Red,Ground Nuts,43,3,0,28-28,1804
33.98,51.19,32.23,Red,Sugarcane,13,5,30,Urea,8454
30.01,57.83,61.88,Red,Tobacco,31,0,0,DAP,2139
28.65,49.45,27.65,Loamy,Ground Nuts,6,6,32,17-17-17,1597
23.43,46.91,62.82,Red,Pulses,35,0,4,Urea,1740
35.77,60.14,36.61,Black,Maize,8,15,19,10-26-26,4820
38.55,58.08,53.88,Loamy,Paddy,15,14,16,17-17-17,4235
26.71,42.66,48.03,Black,Millets,7,0,32,28-28,1982
31.59,69.57,52.01,Black,Tobacco,13,4,37,28-28,1720
29.49,67.11,63.28,Black,Oil seeds,9,15,11,28-28,1984
32.29,56.56,63.14,Loamy,Barley,26,2,18,10-26-26,2110
25.89,52.78,32.13,Loamy,Oil seeds,9,10,30,10-26-26,2552
22.39,59.45,42.31,Red,Pulses,27,2,18,10-26-26,1335
24.48,64.32,40.94,Clayey,Ground Nuts,11,0,12,17-17-17,2660
30.09,52.45,34.93,Black,Barley,40,0,0,20-20,2018
30.67,44.15,46.13,Loamy,Maize,21,0,24,28-28,4795
29.46,64.44,26.19,Clayey,Tobacco,7,7,29,28-28,1818
34.69,71.9,21.7,Loamy,Cotton,3,9,30,Urea,1761
24.97,59.67,27.05,Red,Paddy,9,11,34,Urea,4864
24.87,56.1,31.14,Sandy,Cotton,40,0,1,10-26-26,1841
33.86,62.68,37.06,Loamy,Paddy,7,4,43,10-26-26,4001
33.35,53.25,64.49,Sandy,Millets,10,5,24,28-28,1574
27.73,53.14,25.75,Clayey,Sugarcane,5,10,32,28-28,8505
37.09,56.19,40.03,Loamy,Paddy,25,0,22,Urea,4092
26.19,61.82,26.83,Sandy,Ground Nuts,38,1,1,DAP,2993
24.93,67.58,47.18,Red,Millets,15,0,37,20-20,1720
33.39,71.79,31.6,Black,Wheat,11,2,39,28-28,2519
32.93,56.53,28.8,Clayey,Maize,11,8,27,17-17-17,3487
28.87,42.05,50.69,Clayey,Oil seeds,13,0,4,14-35-14,2259
36.94,53.17,24.98,Sandy,Paddy,20,3,27,20-20,4711
26.55,70.7,64.77,Loamy,Cotton,6,10,11,DAP,1083
26.48,49.62,32.7,Sandy,Oil seeds,18,9,14,20-20,2977
35.14,69.23,39.79,Sandy,Ground Nuts,36,2,0,17-17-17,2070
30.29,55.55,44.77,Red,Wheat,18,0,10,20-20,2725
21.54,43.75,56.74,Clayey,Wheat,7,0,7,10-26-26,3096
26.69,61.8,55.35,Sandy,Paddy,17,0,20,14-35-14,5884
37.94,60.1,56.48,Loamy,Maize,8,7,25,17-17-17,3244
20.53,53.88,68.8,Red,Tobacco,10,3,10,14-35-14,1580
30.62,46.34,61.19,Black,Barley,5,4,14,28-28,2614
24.14,45.84,44.84,Black,Sugarcane,7,22,14,20-20,7882
21.95,59.83,69.07,Sandy,Wheat,38,0,0,DAP,2735
34.26,69.87,24.2,Red,Tobacco,20,0,19,14-35-14,2499
24.98,67.9,70.0,Loamy,Wheat,14,0,38,10-26-26,2541
23.0,55.77,37.58,Clayey,Sugarcane,25,0,20,17-17-17,6723
30.49,59.19,51.04,Red,Cotton,11,16,15,20-20,1837
31.65,69.41,33.59,Sandy,Millets,6,0,34,20-20,2176
30.68,61.61,38.4,Loamy,Paddy,36,0,3,14-35-14,4017
22.27,53.67,28.01,Black,Pulses,16,0,13,10-26-26,1418
30.65,59.18,52.5,Clayey,Paddy,16,3,10,20-20,4808
27.86,59.92,36.56,Loamy,Oil seeds,14,0,40,20-20,1862
31.58,55.46,70.0,Red,Wheat,28,0,20,DAP,2934
26.73,56.88,29.16,Red,Maize,6,16,21,14-35-14,3470
27.32,69.77,41.0,Loamy,Barley,8,0,6,10-26-26,2939
31.49,69.94,50.94,Black,Paddy,36,0,2,14-35-14,4012
39.76,50.39,44.02,Red,Wheat,11,1,38,17-17-17,2631
28.09,68.54,27.88,Red,Maize,11,5,32,10-26-26,4883
33.22,67.49,46.8,Clayey,Pulses,9,10,29,28-28,1835
33.09,77.6,43.37,Clayey,Maize,35,0,2,Urea,4232
27.89,49.02,36.06,Black,Millets,11,10,13,DAP,2166
31.17,69.37,43.42,Sandy,Sugarcane,20,4,26,20-20,7116
31.53,56.66,34.79,Clayey,Ground Nuts,6,0,9,10-26-26,2891
36.4,62.17,27.49,Loamy,Ground Nuts,6,4,34,20-20,2039
35.25,53.22,40.74,Sandy,Pulses,13,4,40,DAP,1417
29.6,51.91,43.03,Sandy,Sugarcane,36,0,0,10-26-26,6178
31.32,65.36,47.86,Black,Sugarcane,6,7,25,28-28,8113
32.98,67.67,45.92,Loamy,Barley,25,3,21,14-35-14,2575
28.48,49.43,44.67,Sandy,Barley,3,0,14,17-17-17,2166
38.56,74.3,55.08,Black,Oil seeds,13,0,39,Urea,2530
28.02,48.84,51.42,Sandy,Wheat,8,3,29,28-28,3192
37.73,70.55,52.64,Black,Paddy,7,21,24,17-17-17,5031
27.7,62.14,37.45,Sandy,Wheat,21,0,19,10-26-26,2732
28.26,59.17,33.07,Red,Pulses,35,0,0,28-28,1040
23.32,60.72,41.52,Loamy,Sugarcane,21,0,23,Urea,9136
23.39,59.59,32.49,Red,Millets,17,0,21,17-17-17,1837
31.91,64.57,48.22,Sandy,Sugarcane,16,19,9,28-28,7964
29.26,60.97,49.42,Red,Cotton,25,0,21,14-35-14,1407
26.27,51.6,34.24,Sandy,Wheat,8,7,25,10-26-26,2947
32.53,56.56,54.29,Clayey,Pulses,26,0,16,20-20,2463
25.72,53.66,21.91,Red,Barley,6,10,31,28-28,2255
28.01,42.25,31.47,Black,Maize,6,15,23,DAP,3288
34.74,68.72,29.09,Loamy,Tobacco,40,2,0,DAP,1652
22.55,43.39,55.77,Sandy,Millets,4,0,12,Urea,2994
34.51,66.37,51.86,Black,Paddy,35,4,0,28-28,5838
38.69,71.21,50.84,Loamy,Wheat,8,18,8,Urea,3473
30.33,52.42,35.68,Sandy,Wheat,22,0,13,DAP,2537
28.97,59.55,36.01,Sandy,Wheat,8,11,18,17-17-17,2584
35.45,70.4,26.6,Loamy,Maize,39,0,2,DAP,3744
31.27,70.01,49.6,Red,Sugarcane,10,16,23,10-26-26,6146
23.79,63.74,20.0,Red,Wheat,7,9,31,17-17-17,3125
31.04,45.07,31.17,Clayey,Millets,9,4,17,28-28,2705
28.78,47.92,40.88,Clayey,Pulses,16,12,14,28-28,1326
35.87,54.52,43.39,Loamy,Pulses,17,3,37,Urea,1699
29.98,45.13,41.6,Loamy,Tobacco,11,18,15,10-26-26,2410
31.61,65.58,41.29,Loamy,Oil seeds,28,0,18,14-35-14,2000
36.29,68.59,62.11,Sandy,Pulses,37,0,0,14-35-14,2156
31.74,64.98,31.38,Loamy,Paddy,41,4,0,10-26-26,4566
24.78,60.16,32.61,Sandy,Maize,38,4,0,DAP,3812
32.21,54.41,61.25,Clayey,Maize,15,0,13,28-28,4861
39.02,65.96,31.19,Sandy,Cotton,10,10,30,DAP,1140
27.01,57.18,41.37,Clayey,Barley,38,2,0,28-28,2453
25.91,59.25,20.86,Clayey,Ground Nuts,37,2,3,20-20,2942
29.51,57.2,41.79,Loamy,Cotton,40,3,4,17-17-17,1941
26.13,52.53,60.62,Sandy,Maize,9,9,33,DAP,4976
30.54,60.14,32.76,Clayey,Sugarcane,26,0,26,14-35-14,8931
31.78,66.16,38.27,Clayey,Maize,23,0,22,20-20,4144
22.1,52.62,42.41,Black,Paddy,24,0,19,17-17-17,5841
28.89,52.69,65.95,Clayey,Pulses,8,0,5,14-35-14,2311
23.98,55.96,30.85,Red,Wheat,7,19,11,Urea,2596
35.61,66.92,54.5,Clayey,Sugarcane,44,0,0,DAP,7535
30.52,54.37,41.46,Loamy,Cotton,7,19,17,DAP,1316
31.74,53.09,66.97,Sandy,Cotton,13,8,28,Urea,1245
29.78,73.97,57.26,Sandy,Paddy,11,0,42,Urea,4741
32.94,74.58,61.13,Clayey,Paddy,40,0,3,10-26-26,4485
38.5,58.84,52.22,Black,Cotton,17,2,37,14-35-14,1068
40.0,77.51,44.13,Black,Paddy,14,0,44,17-17-17,5854
31.51,69.17,49.11,Red,Sugarcane,2,6,33,17-17-17,6992
31.94,71.92,36.07,Black,Maize,11,0,43,17-17-17,4232
36.44,61.1,60.46,Red,Millets,12,4,38,14-35-14,1760
31.24,49.93,37.99,Black,Maize,46,3,4,17-17-17,3163
37.02,71.06,58.82,Sandy,Oil seeds,7,9,28,20-20,2423
37.22,61.58,47.35,Loamy,Ground Nuts,43,2,0,14-35-14,2274
32.45,68.21,21.16,Sandy,Ground Nuts,7,21,18,Urea,2617
38.94,73.94,64.07,Red,Maize,12,0,12,17-17-17,3834
32.45,52.61,41.79,Loamy,Sugarcane,13,9,22,28-28,7636
27.9,61.55,43.02,Loamy,Tobacco,40,0,0,28-28,2049
